congress,chamber,rollnumber,type_1,type_2,reverse_vote,bill_number,dtl_desc
98,House,303,gov,supranational,Y,HR2957,"TO AMEND H.R. 2957 TO STRIKE LANGUAGE THAT INCREASES UNITED STATES PARTICIPATION IN THE IMF GENERAL ARRANGEMENTS TO BORROW FROM $2 BILLION TO $4.25 BILLION, AND TO AUTHORIZE THE SECRETARY TO CONSENT TO AN INCREASE OF THE UNITED STATES QUOTA IN THE IMF.  (MOTION FAILED)"
98,House,304,gov,supranational,N,HR2957,TO PASS H.R. 2957.  (MOTION PASSED)
98,House,337,gov,national,N,HR3962,"TO SUSPEND THE RULES AND PASS H.R. 3962, A BILL EXTENDING THE AUTHORITIES UNDER THE EXPORT ADMINISTRATION ACT OF 1979 UNTIL OCT. 31, 1983.  (MOTION PASSED;2/3 REQUIRED)"
98,House,340,gov,supranational,N,HJR364,"TO AGREE TO H. RES. 318, THE RULE UNDER WHICH H. J. RES. 364 IS TO BE CONSIDERED.  H. J. RES. 364 PROVIDES STATUTORY AUTHORIZATION UNDER THE WAR POWERS RESOLUTION FOR CONTINUED UNITED STATES PARTICIPATION IN THE MULTINATIONAL PEACEKEEPING FORCE IN LEBANON IN ORDER TO OBTAIN WITHDRAWAL OF ALL FOREIGN FORCES FROM LEBANON.  (MOTION PASSED)"
98,House,341,gov,national,Y,HJR364,"TO AMEND H. J. RES. 364 WITH AN AMENDMENT IN THE NATURE OF A SUBSTITUTE. THE LONG SUBSTITUTE REQUIRES THE PRESIDENT TO INVOKE THE WAR POWERS RESOLUTION BY THE END OF NOV., OR AT THE END OF ANY MONTH THEREAFTER, UNLESS HE CERTIFIED TO CONGRESS THAT A CEASEFIRE WAS IN EFFECT AND WAS BEING OBSERVED BY ALL PARTIES, AND THAT SIGNIFICANT PROGRESS WAS BEING MADE IN NEGOTIATIONS TO BROADEN THE BASE OF THE LEBANESE GOVERNMENT AND TO ACHIEVE A POLITICAL RESOLUTION OF EXISTING DIFFERENCES.  (MOTION FAILED)"
98,House,342,gov,supranational,N,HJR364,"TO PASS H. J. RES. 364, A MEASURE PROVIDING FOR STATUTORY AUTHORIZATION UNDER THE WAR POWERS RESOLUTION FOR CONTINUED UNITED STATES PARTICIPATION IN THE MULTINATIONAL PEACEKEEPING FORCE IN LEBANON IN ORDER TO OBTAIN WITHDRAWL OF ALL FOREIGN FORCES FROM LEBANON.  (MOTION PASSED)"
98,House,350,gov,supranational,N,SJR159,"TO PASS S. J. RES. 159, A MEASURE AUTHORIZING THE FURTHER PARTICIPATION OF U.S. ARMED FORCES IN THE MULTINATIONAL PEACEKEEPING FORCE IN LEBANON. (MOTION PASSED)"
98,House,353,gov,supranational,N,HR3231,"TO AMEND H.R. 3231, A BILL AMENDING AUTHORITIES CONTAINED IN THE EXPORT ADMINISTRATION ACT OF 1979.  THE WOLPE AMENDMENT PROHIBITS EXPORTS OF NUCLEAR GOODS OR TECHNOLOGY UNLESS THE IMPORTING COUNTRY MAINTAINS INTERNATIONAL ATOMIC ENERGY SAFEGUARDS ON ALL ITS PEACEFUL NUCLEAR ACTIVITIES.  (MOTION FAILED)"
98,House,359,gov,national,N,S1852,"TO SUSPEND THE RULES AND PASS S. 1852, A BILL EXTENDING THE EXPIRATION DATE OF THE DEFENSE PRODUCTION ACT OF 1950. (MOTION PASSED)"
98,House,368,gov,national,N,HR3231,"TO AMEND THE BONKER SUBSTITUTE AMENDMENT TO THE ROTH AMENDMENT TO H.R. 3231, A BILL AMENDING THE AUTHORITIES CONTAINED IN THE EXPORT ADMINISTRATION ACT OF 1979. THE ROTH AMENDMENT ELIMINATES ALL LICENSING ON LOW TECHNOLOGY TO NON-COMMUNIST COUNTRIES, BUT REQUIRES VALIDATED LICENSING FOR THE HIGHEST LEVEL TECHNOLOGY. THE BONKER AMENDMENT STRIKES THE SECTION OF THE ROTH AMENDMENT THAT WOULD CONTROL LICENSES FOR LOW TECHNOLOGY ITEMS TO NONCONTROLLED COUNTRIES.  THE HUTTO AMENDMENT PROVIDES THAT THE GOOD OR TECHNOLOGY NOT BE REEXPORTED TO ANY COUNTRY TO WHICH EXPORTS ARE CONTROLLED UNDER THIS SECTION WITHOUT PRIOR APPROVAL OF THE SECRETARY, THROUGH DELIBERATIONS OF THE GROUP KNOWN AS THE COORDINATING COMMITTEE ON EXPORT CONTROLS.  (MOTION PASSED)"
98,House,369,gov,national,N,HR3231,"TO AMEND H.R. 3231 WITH AN AMENDMENT IN THE NATURE OF A SUBSTITUTE, AS AMENDED BY THE HUTTO AMENDMENT TO THE ROTH AMENDMENT.  THE ROTH AMENDMENT ELIMINATES ALL LICENSING ON LOW TECHNOLOGY TO NON-COMMUNIST COUNTRIES, BUT REQUIRES VALIDATED LICENSING FOR THE HIGHEST LEVEL TECHNOLOGY.  THE HUTTO AMENDMENT PROVIDES THAT THE GOOD OR TECHNOLOGY NOT BE REEXPORTED TO ANY COUNTRY TO WHICH EXPORTS ARE CONTROLLED UNDER THIS SECTION WITHOUT PRIOR APPROVAL OF THE SECRETARY, THROUGH DELIBERATIONS OF THE GROUP KNOWN AS THE COORDINATING COMMITTEE ON EXPORT CONTROLS  THE BONKER AMENDMENT STRIKES THE SECTION OF THE ROTH AMENDMENT THAT WOULD CONTROL LICENSES FOR LOW TECHNOLOGY ITEMS TO NONCONTROLLED COUNTRIES.  (MOTION PASSED)"
98,House,370,gov,national,N,HR3231,"TO AMEND H.R. 3231 TO ELIMINATE ALL LICENSING ONLOW TECHNOLOGY TO NON-COMMUNIST COUNTRIES, BUT TO REQUIRE VALIDATED LICENSING FOR THE HIGHEST LEVEL TECHNOLOGY. (MOTION PASSED)"
98,House,372,gov,national,N,HR3231,"TO AMEND H.R. 3231 TO REQUIRE APPROVAL BY CONGRESS BY JOINT RESOLUTION FOR EXPORT CONTROLS THE PRESIDENT WANTS TO IMPOSE RELATING TO INTERNATIONAL TERRORISM, HUMAN RIGHTS VIOLATIONS, OR NUCLEAR WEAPONS TESTING AND TO CLARIFY THE PROVISIONS OF THE BILL REGARDING AGRICULTURAL EXPORT CONTRACTS.  (MOTION FAILED)"
98,House,373,gov,national,N,HR3231,"TO AMEND THE SOLOMON SUBSTITUTE FOR THE BONKER PERFECTING AMENDMENT TO THE COURTER AMENDMENT. THE SOLOMON AMENDMENT EXTENDS THE SIX-MONTH FOREIGN AVAILABILITY NEGOTIATING PERIOD FOR AN ADDITIONAL YEAR IF THE PRESIDENT CERTIFIES THAT THE ABSENCE OF THE EXPORT CONTROL INVOLVED WOULD PROVE DETRIMENTAL TO THE NATIONAL SECURITY AND CERTIFIES THAT THE NEGOTIATIONS ARE PROGRESSING.  THE HUNTER AMENDMENT REQUIRES A LICENSE AT THE END OF THE ADDITIONAL YEAR IF THE TECHNOLOGY TRANSFER WOULD DAMAGE NATIONAL SECURITY. THE BONKER PERFECTING AMENDMENT ALLOWS FOR AN ADDITIONAL PERIOD OF 6 MONTHS IF THE PRESIDENT CERTIFIES TO THE CONGRESS THAT NEGOTIATIONS ARE PROCEEDING, AND THAT THE ABSENCE OF THE EXPORT CONTROLS INVOLVED WOULD PROVE DETRIMENTAL TO THE NATIONAL SECURITY.  THE COURTER AMENDMENT ELIMINATES THE 6-MONTH TIME LIMITATION BUT DOES NOT ALTER THAT PART OF THE BILL THAT REQUIRES THE PRESIDENT TO NEGOTIATE AWAY FOREIGN AVAILABILITY.  (MOTION FAILED)"
98,House,374,gov,national,N,HR3231,TO AMEND H.R. 3231 TO REIMPOSE EXTRATERRITORIAL APPLICATION OF FOREIGN POLICY EXPORT CONTROLS.  (MOTION FAILED)
98,House,377,gov,national,Y,HR2968,TO AMEND H.R. 2968 TO STRIKE LANGUAGE IN THE BILL RELATING TO COVERT ASSISTANCE FOR MILITARY OPERATIONS IN NICARAGUA AND SUBSTITUTES LANGUAGE PROHIBITING COVERT AID TO GROUPS ATTEMPTING THE OVERTHROW OF THE GOVERNMENT OF NICARAGUA; AND ADD LANGUAGE THAT AUTHORIZES $50 MILLION TO HELP CENTRAL AMERICAN COUNTRIES INTERDICT ARMS SHIPMENTS BY NICARAGUA AND CUBA TO THOSE SEEKING THE OVERTHROW OF CENTRAL AMERICAN GOVERNMENTS.  THE NEW LANGUAGE WOULD ALSO DIRECT THE PRESIDENT TO SEEK OAS ACTION TO BRING NICARAGUA INTO COMPLIANCE WITH THE OAS CHARTER. (MOTION PASSED)
98,House,378,gov,national,N,HR2968,TO RECOMMIT H.R. 2968 TO THE PERMANENT SELECT COMMITTEE ON INTELLIGENCE WITH INSTRUCTIONS THAT IT BE REPORTED BACK FORTHWITH CONTAINING AN AMENDMENT THAT DEFERS THE HALT TO U.S. SUPPORT FOR NICARAGUAN OPPOSITION UNTIL THE SANDINISTAS STOP INTERFERENCE WITH THEIR NEIGHBORS AND JOIN AN AGREEMENT BASED ON THE CONTADORA 21-POINT DOCUMENT OF OBJECTIVES. (MOTION FAILED)
98,House,379,gov,national,Y,HR2968,TO PASS H.R. 2968.  (MOTION PASSED)
98,House,391,mil,appropriations,N,HR4185,"TO AMEND H.R. 4185, A BILL MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPT. 30, 1984.  THE MONTGOMERY AMENDMENT INCREASES FUNDS FOR ARMY AIRCRAFT PROCUREMENT BY $81.7 MILLION. (MOTION PASSED)"
98,House,392,mil,appropriations,Y,HR4185,TO AMEND H.R. 4185 TO PROVIDE THAT THE $218 MILLION FOR THE FFG-7 GUIDED MISSILE FRIGATE PROGRAM BE DERIVED FROM WITHIN THE NAVY SHIPBUILDING ACCOUNT. (MOTION PASSED)
98,House,393,mil,appropriations,N,HR4185,TO AMEND H.R. 4185 TO PROVIDE AN ADDITIONAL $335.5 MILLION FOR NAVY SHIPBUILDING AND CONVERSION.  (MOTION FAILED)
98,House,398,gov,national,Y,HR3231,TO RECOMMIT H.R. 3231 TO THE COMMITTEE ON FOREIGN AFFAIRS WITH INSTRUCTIONS TO REPORT IT BACK FORTHWITH CONTAINING AN AMENDMENT TO RETAIN THE PRESIDENT'S AUTHORITY TO IMPOSE EXTRATERRITORIAL FOREIGN POLICY CONTROLS.  (MOTION FAILED)
98,House,403,gov,national,N,HR3222,"TO AMEND THE MOTION TO ORDER THE PREVIOUS QUESTION ON THE MOTION TO INSTRUCT THE CONFEREES ON H.R. 3222 TO INSIST ON THE HOUSE POSITION ON A SENATE AMENDMENT.  H.R. 3222 MAKES APPROPRIATIONS FOR THE DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPT. 30, 1984. THE SENATE AMENDMENT WOULD STRIKE THE EARMARKING PROVISION OF $70.155 MILLION FOR THE JUVENILE JUSTICE PROGRAM.  THE HOUSE POSITION IS TO FAVOR THIS EARMARKING PROVISION.  THE BROWN AMENDMENT REQUIRES THE CONFEREES TO INSIST THAT FUNDS BE APPROPRIATED FOR THE ENDOWMENT FOR DEMOCRACY, PROHIBITING USE OF THOSE FUNDS WITH RESPECT TO POLITICAL PARTIES.  (MOTION PASSED)"
98,House,407,gov,national,N,HJR402,"TO SUSPEND THE RULES AND PASS H. J. RES. 402, A MEASURE DECLARING THAT THE REQUIREMENTS OF SECTION 4(A)(1) OF THE WAR POWERS RESOLUTION BECAME OPERATIVE ON OCT. 25, 1983, WHEN THE UNITED STATES ARMED FORCES WERE INTRODUCED INTO GRENADA.  (MOTION PASSED;2/3 REQUIRED)"
98,House,408,mil,appropriations,N,HR4185,TO AMEND H.R. 4185 TO DELETE THE MULTI-YEAR PROCUREMENT FUNDS FOR THE B-1B BOMBER.  (MOTION FAILED)
98,House,409,mil,appropriations,N,HR4185,TO AMEND H.R. 4185 TO STRIKE $2.2 BILLION IN FUNDING FOR PROCUREMENT OF MX MISSILES.  (MOTION PASSED)
98,House,411,gov,national,N,HR4185,"TO AMEND H.R. 4185 TO PROHIBIT THE USE OF FUNDS FOR SUPPORT OF U.S. FORCES IN LEBANON AFTER MAR. 1, 1984.  (MOTION FAILED)"
98,House,413,mil,appropriations,N,HR4185,TO PASS H.R. 4185.  (MOTION PASSED)
98,House,426,gov,supranational,N,HJR403,TO AGREE TO AN AMENDMENT AS AMENDED BY THE ZABLOCKI AMENDMENT TO H. J. RES. 403.  THE ZABLOCKI AMENDMENT CONTAINS AN AUTHORIZATION FOR $266.2 MILLION FOR U.S. VOLUNTARY CONTRIBUTIONS TO INTERNATIONAL ORGANIZATIONS.  THE LONG AMENDMENT AUTHORIZES AND APPROPRIATES $11.29 BILLION IN INCREASED FUNDS FOR FOREIGN ASSISTANCE PROGRAMS.  (MOTION PASSED)
98,House,471,mil,appropriations,N,HR4185,TO AMEND THE YOUNG MOTION TO ORDER THE PREVIOUS QUESTION ON THE ORIGINAL MOTION TO INSTRUCT CONFEREES TO INSIST ON THE HOUSE POSITION ON TWO SENATE AMENDMENTS TO H.R. 4185 TO THE USE OF FUNDS PROVIDED IN THE BILL TO OBTAIN ANIMALS TO BE USED FOR CERTAIN TYPES OF MEDICAL TRAINING AND TO INSIST ON ITS DISAGREEMENT TO THAT PART OF A SENATE AMENDMENT THAT PROVIDES $124.4 MILLION FOR PRODUCTION FACILITIES AND PROCUREMENT OF CHEMICAL MUNITIONS.  THE PORTER AMENDMENT INSTRUCTS THE CONFEREES TO DELETE FUNDING FOR NERVE GAS PRODUCTION. (MOTION PASSED)
98,House,486,gov,national,N,HCON220,"TO AGREE TO THE CONFERENCE REPORT ON H. CON. RES. 220, A MEASURE CONDEMNING THE ACTION OF THE SO-CALLED ""TURKISH FEDERATED STATE OF CYPRUS"" IN DECLARING ITSELF TO BE AN INDEPENDENT STATE ON CYPRUS ON NOV. 15, 1983.  (MOTION PASSED)"
98,House,493,gov,national,N,HR2915,"TO AGREE TO THE CONFERENCE REPORT ON H. RES. 2915, STATE DEPARTMENT AUTHORIZATION, TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEARS 1984 AND 1985 FOR THE DEPARTMENT OF STATE, THE UNITED STATES INFORMATION AGENCY, THE BOARD FOR INTERNATIONAL BROADCASTING, THE INTER-AMERICAN FOUNDATION, AND THE ASIA FOUNDATION, TO ESTABLISH THE NATIONAL ENDOWMENT FOR DEMOCRACY, AND FOR OTHER PURPOSES. (MOTION PASSED)"
98,House,496,mil,appropriations,N,HR4185,"TO AGREE TO THE CONFERENCE REPORT ON H. RES. 4185, DEFENSE DEPARTMENT APPROPRIATIONS, TO APPROVE FISCAL YEAR 1984 APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE IN THE AMOUNT OF $249,820,875,000. (MOTION PASSED)"
98,House,530,econ,nonmilitary,N,HJR492,"TO PASS H. J. RES. 492, A BILL MAKING $150 MILLION IN SUPPLEMENTAL EMERGENCY APPROPRIATIONS FOR AFRICAN FOOD AID (THROUGH THE DEPARTMENT OF AGRICULTURE) FOR THE FISCAL YEAR ENDING SEPT. 30, 1984.  (MOTION PASSED)"
98,House,550,mil,appropriations,N,HR4841,"TO AGREE TO H. RES. 472, THE RULE UNDER WHICH H.R. 4841 IS TO BE CONSIDERED. H.R. 4841 AUTHORIZES $2.39 BILLION FOR THE FISCAL YEAR 1985, AND $2.63 BILLION IN FISCAL YEAR 1986, FOR THE OPERATIONS AND PROGRAMS ADMINISTERED BY THE U.S. COAST GUARD.  (MOTION PASSED)"
98,House,551,mil,appropriations,N,HR4841,"TO PASS H.R. 4841, A BILL AUTHORIZING $2.39 BILLION FOR THE FISCAL YEAR 1985, AND $2.63 BILLION IN FISCAL YEAR 1986, FOR THE OPERATIONS AND PROGRAMS ADMINISTERED BY THE U.S. COAST GUARD.  (MOTION PASSED)"
98,House,565,gov,national,N,HR4900,"TO AMEND H.R. 4900, A BILL AUTHORIZING $443.95 MILLION IN FUNDS FOR FISCAL YEAR 1985 FOR THE OPERATION AND MAINTENANCE OF THE PANAMA CANAL.  THE CARNEY AMENDMENT REDUCES THE AUTHORIZATION FOR OPERATING EXPENSES BY $8.3 MILLION. (MOTION FAILED)"
98,House,566,gov,national,N,HR4900,"TO PASS H.R. 4900, A BILL AUTHORIZING $443.95 MILLION IN FUNDS FOR FISCAL YEAR 1985 FOR THE OPERATION AND MAINTENANCE OF THE PANAMA CANAL.  (MOTION PASSED)"
98,House,574,gov,national,Y,HR485,"TO AGREE TO H. RES. 485, THE RULE UNDER WHICH H. CON. RES. 290 IS TO BE CONSIDERED.  H. CON. RES. 290 EXPRESSES THE SENSE OF THE CONGRESS THAT NO APPROPRIATED FUNDS SHALL BE USED FOR THE PURPOSE OF MINING THE PORTS OR TERRITORIAL WATERS OF NICARAGUA.  (MOTION PASSED)"
98,House,575,gov,national,N,HCON290,TO RECOMMIT H. CON. RES. 290 TO THE COMMITTEE ON FOREIGN AFFAIRS WITH INSTRUCTIONS TO REPORT IT BACK FORTHWITH CONTAINING AN AMENDMENT IN THE NATURE OF A SUBSTITUTE THAT EXPRESSES THE SENSE OF CONGRESS THAT NO FUNDS SHOULD BE EXPENDED FOR THE MINING OF NICARAGUAN WATERS IF THE CONGRESS CERTIFIES THAT THE GOVERNMENT OF NICARAGUA HAS CEASED ITS ACTIVITIES AIMED AT THE SUBVERSION OF NEIGHBORING STATES. (MOTION FAILED)
98,House,576,gov,national,Y,HCON290,"TO AGREE TO H. CON. RES. 290, A MEASURE EXPRESSING THE SENSE OF THE CONGRESS THAT NO APPROPRIATED FUNDS SHALL BE USED FOR THE PURPOSE OF MINING THE PORTS OR TERRITORIAL WATERS OF NICARAGUA.  (MOTION PASSED)"
98,House,595,gov,national,N,HCON261,"TO SUSPEND THE RULES AND  AND PASS H. CON. RES. 261, A MEASURE EXPRESSING SUPPORT FOR THE INITIATIVES OF THE CONTADORA GROUP AND THE RESULTING AGREEMENTS AMONG THE CENTRAL AMERICAN NATIONS.  (MOTION PASSED;2/3 REQUIRED)"
98,House,596,gov,national,N,HR5188,"TO SUSPEND THE RULES AND PASS H.R. 5188, A BILL AUTHORIZING APPROPRIATIONS FOR THE UNITED STATES INTERNATIONAL TRADE COMMISSION, THE UNITED STATES CUSTOMS SERVICE, AND THE OFFICE OF THE UNITED STATES TRADE REPRESENTATIVE FOR FISCAL YEAR 1985.  (MOTION PASSED;2/3 REQUIRED)"
98,House,617,econ,security-military,N,HR5119,"TO AMEND H.R. 5119, A BILL AUTHORIZING INTERNATIONAL DEVELOPMENT AND SECURITY ASSISTANCE PROGRAMS AND PEACE CORPS PROGRAMS FOR FISCAL YEAR 1985.  THE FEIGHAN AMENDMENT REDUCES THE AGGREGATE TOTAL OF MILITARY ASSISTANCE TO TURKEY BY $46 MILLION, AND AUTHORIZES $250 MILLION IN ADDITIONAL ASSISTANCE FOR CYPRUS IF THE PRESIDENT CERTIFIES TO CONGRESS THAT AN AGREEMENT HAS BEEN CONCLUDED BY THE GREEK AND TURKISH CYPRIOTS WHICH ACHIEVES SUBSTANTIAL PROGRESS TOWARD SETTLEMENT OF THE CYPRUS DISPUTE.  (MOTION PASSED)"
98,House,619,econ,security-military,Y,HR5119,TO AMEND AMEND H.R. 5119 TO PROHIBIT THE USE OF FOREIGN MILITARY SALES FUNDS BY FOREIGN COUNTRIES FOR THE PURPOSE OF DEVELOPING THEIR OWN WEAPONS SYSTEMS OUTSIDE OF THE UNITED STATES.  (MOTION FAILED)
98,House,620,econ,security-military,Y,HR5119,TO AMEND H.R. 5119 TO FREEZE THE MILITARY ASSISTANCE PROGRAM GRANTS FOR NON-CENTRAL AMERICAN COUNTRIES AT THE FISCAL YEAR 1984 APPROPRIATION LEVEL OF $422.5 MILLION.  (MOTION FAILED)
98,House,622,econ,security-military,Y,HR5119,"TO AMEND H.R. 5119 TO PROHIBIT ALL MILITARY AID TO EL SALVADOR UNLESS CONGRESS APPROVES A PRESIDENTIAL CERTIFICATION THAT THE SALVADORAN GOVERNMENT HAS REMOVED THOSE RESPONSIBLE FOR THE DEATH SQUADS FROM THE MILITARY AND SECURITY FORCES AND HAS ESTABLISHED EFFECTIVE CONTROL OVER FORCES RESPONSIBLE FOR THE DEATH SQUADS; HAS COMPLIED WITH THE GENEVA CONVENTIONS REGARDING THE PROTECTION OF CIVILIANS; IS NEGOTIATING WITH THE GUERRILLAS, UNLESS THE GUERRILLAS REFUSE TO PARTICIPATE IN SUCH TALKS; AND HAS MADE PROGRESS IN ACHIEVING THE OTHER OBJECTIVES SPECIFIED IN THE BILL.  (MOTION FAILED)"
98,House,623,econ,security-military,N,HR5119,TO AMEND H.R. 5119 TO INCREASE THE AUTHORIZATION FOR MILITARY AND ECONOMIC AID TO CENTRAL AMERICA TO THE LEVEL REQUESTED BY THE PRESIDENT; TO MAKE MILITARY AID TO EL SALVADOR CONDITIONAL UPON A PRESIDENTIAL DETERMINATION THAT THE SALVADORAN GOVERNMENT HAS MADE PROGRESS IN MEETING SIX OF THE SEVEN OBJECTIVES SPECIFIED IN THE BILL; TO REMOVE MOST OF THE RESTRICTIONS IN THE BILL ON ECONOMIC AID TO EL SALVADOR; AND TO ELIMINATE THE PROVISIONS IN THE AUTHORIZATION WHICH PLACE A 55-MAN LIMIT ON UNITED STATES ADVISORS IN EL SALVADOR AND A 300-MAN LIMIT ON UNITED STATES MILITARY PERSONNEL IN HONDURAS. (MOTION PASSED)
98,House,624,econ,security-military,Y,HR5119,TO DEMAND A SEPARATE VOTE ON THE PREVIOUS AMENDMENT TO H.R. 5119.  THE BROOMFIELD AMENDMENT INCREASES THE AUTHORIZATION FOR MILITARY AND ECONOMIC AID TO CENTRAL AMERICA TO THE LEVEL REQUESTED BY THE PRESIDENT; MAKES MILITARY AID TO EL SALVADOR CONDITIONAL UPON A PRESIDENTIAL DETERMINATION THAT THE SALVADORAN GOVERNMENT HAS MADE PROGRESS IN MEETING SIX OF THE SEVEN OBJECTIVES SPECIFIED IN THE BILL; REMOVES MOST OF THE RESTRICTIONS IN THE BILL ON ECONOMIC AID TO EL SALVADOR; AND ELIMINATES THE PROVISIONS IN THE AUTHORIZATION WHICH PLACES A 55-MAN LIMIT ON UNITED STATES ADVISORS IN EL SALVADOR AND A 300-MAN LIMIT ON UNITED STATES MILITARY PERSONNEL IN HONDURAS.  (THIS AMENDMENT WAS AGREED TO PREVIOUSLY IN THE COMMITTEE OF THE WHOLE.) (MOTION PASSED)
98,House,625,econ,unspecified,N,HR5119,TO PASS H.R. 5119.  (MOTION PASSED)
98,House,631,mil,appropriations,Y,HR5167,"TO AMEND THE BENNETT AMENDMENT TO H.R. 5167 WITH AN AMENDMENT IN THE NATURE OF A SUBSTITUTE.  H.R. 5167 AUTHORIZES $208.1 BILLION IN APPROPRIATIONS FOR FISCAL YEAR 1985 FOR THE ARMED FORCES FOR PROCUREMENT, RESEARCH, DEVELOPMENT, TEST AND EVALUATION, OPERATION AND MAINTENANCE, WORKING CAPITAL FUNDS, PRESCRIBING PERSONNNEL STRENGTHS FOR SUCH FISCAL YEAR FOR THE ARMED FORCES AND FOR CIVILIAN EMPLOYEES OF THE DEPARTMENT OF DEFENSE.  THE BENNETT AMENDMENT PROHIBITS THE USE OF AUTHORIZATIONS OF APPROPRIATION FOR THE MX MISSILE PROGRAM. THE MAVROULES AMENDMENT STRIKES THE AUTHORIZATION FOR MX MISSILE PROCUREMENT AND PROHIBITS THE USE OF ANY FISCAL 1985 FUNDS AUTHORIZED FOR PROCUREMENT FOR THE MX MISSILE PROGRAM, BUT STATES THAT IT IS THE INTENT OF CONGRESS THAT THE DENIAL OF FUNDS FOR PROCUREMENT UNDER THE MX MISSILE SYSTEM PROGRAM FOR FISCAL YEAR 1985 CONSTITUTES A MORATORIUM ON PROCUREMENT OF MISSILES UNDER SUCH PROGRAM BUT DOES NOT CONSTITUTE A UNILATERAL TERMINATION OF THAT PROGRAM.  (MOTION FAILED)"
98,House,632,mil,appropriations,N,HR5167,"TO AMEND THE MAVROULES SUBSTITUTE FOR THE BENNETT AMENDMENT TO H.R. 5167.  THE BENNETT AMENDMENT PROHIBITS THE USE OF AUTHORIZATIONS OF APPROPRIATION FOR THE MX MISSILE PROGRAM. THE MAVROULES SUBSTITUTE STRIKES THE AUTHORIZATION FOR MX MISSILE PROCUREMENT AND PROHIBITS THE USE OF ANY FISCAL 1985 FUNDS AUTHORIZED FOR PROCUREMENT FOR THE MX MISSILE PROGRAM, BUT STATES THAT THE IT IS THE INTENT OF CONGRESS THAT THE DENIAL OF FUNDS FOR PROCUREMENT UNDER THE MX MISSILE SYSTEM FOR FISCAL YEAR 1985 CONSTITUTES A MORATORIUM ON PROCUREMENT OF MISSILES UNDER SUCH PROGRAM BUT DOES NOT CONSTITUTE A UNILATERAL TERMINATION OF THAT PROGRAM.  THE DICKINSON AMENDMENT AUTHORIZES THE PROCUREMENT OF NOT MORE THAN 15 MX MISSILES, PROVIDES THAT NONE OF THE FUNDS MAY BE OBLIGATED BEFORE APR. 1, 1985, AND THEN REQUIRES THE PRESIDENT TO NOTIFY CONGRESS THAT HE HAS DETERMINED THAT THE SOVIET UNION HAS NOT ACTED TO FURTHER THE CONTROL AND LIMITATION OF STRATEGIC NUCLEAR MISSILE WEAPON SYSTEMS BEFORE THE FUNDS MAY BE OBLIGATED.  (MOTION PASSED)"
98,House,633,mil,appropriations,Y,HR5167,"TO AMEND H.R. 5167 TO STRIKE THE $95 MILLION AUTHORIZATION FOR PROCUREMENT OF BINARY CHEMICAL MUNITIONS, INCLUDING ADVANCED PROCUREMENT OF LONG-LEAD COMPONENTS, AND TO PROHIBT THE USE OF FUNDS FOR SUCH PURPOSES.  (MOTION PASSED)"
98,House,634,mil,appropriations,Y,HR5167,TO AMEND H.R. 5167 TO STRIKE THE AUTHORIZATION FOR PROCUREMENT OF THE TRIDENT II MISSILE PROGRAM AND TO PROHIBIT THE USE OF FUNDS FOR SUCH PROGRAM.  (MOTION FAILED)
98,House,635,mil,appropriations,Y,HR5167,TO AMEND H.R. 5167 TO PREVENT THE OBLIGATION OF FUNDS FOR THE DIVISION AIR DEFENSE SYSTEM UNTIL INITIAL PRODUCTION TESTING OF THE SYSTEM WAS COMPLETED AND THE SECRETARY OF DEFENSE HAD REPORTED TO THE APPROPRIATE COMMITTEES ON THE TEST RESULTS AND HAD CERTIFIED THAT THE SYSTEM WAS IN THE NATIONAL INTEREST. (MOTION FAILED)
98,House,645,mil,appropriations,Y,HR5167,"TO AMEND H.R. 5167 TO PROHIBIT THE OBLIGATION OF FUNDS FOR THE ACQUISITION OF PERSHING II MISSILES UNTIL APR. 1, 1985, AND TO REQUIRE THE PRESIDENT TO NOTIFY CONGRESS OF HIS DETERMINATION THAT THE SOVIET UNION HAD NOT ACTED TO FURTHER THE CONTROL AND LIMITATION OF TYPES OF INTERMEDIATE-RANGE NUCLEAR MISSILE WEAPON SYSTEMS BEFORE THE FUNDS COULD BE OBLIGATED.  (MOTION FAILED)"
98,House,646,mil,appropriations,Y,HR5167,TO AMEND H.R. 5167 TO STRIKE ALL FUNDS FOR THE PROCUREMENT OF THE B-1 BOMBER AND TO PROHIBIT THE USE OF FUNDS FOR SUCH PROGRAM.  (MOTION FAILED)
98,House,647,mil,appropriations,Y,HR5167,TO AMEND H.R. 5167 TO PROVIDE THAT THE TOTAL AMOUNT OF PROCUREMENT AUTHORITY COULD NOT EXCEED THE TOTAL APPROPRIATED FOR FISCAL YEAR 1984 BY MORE THAN 6.5 PERCENT. (MOTION FAILED)
